CODIGO,ENTIDAD,NOMBRE FANTASIA,DIRECCION,COMUNA,HORARIO REFERENCIAL,ESTE,NORTE,LONGITUD,LATITUD
315,Walmart,EKONO INDEPENDENCIA I,AV. INDEPENDENCIA 650,INDEPENDENCIA,Lun-Dom 09:00 a 21:00,346146,6300552,-70.6553948790727,-33.4236550783208
316,Walmart,LIDER EXPRESS BELLAVISTA,BELLAVISTA 257,RECOLETA,Lun-Dom 09:00 a 21:00,347290,6299520,-70.6432746161456,-33.4331281310355
317,Walmart,EKONO 1 TRANSVERSAL,PRIMERA TRANSVERSAL 800,PADRE HURTADO,Lun-Dom 09:00 a 21:00,333063,6284629,-70.7990280572964,-33.56524566557
318,Walmart,LIDER EXPRESS IRARRAZABAL,AV. IRARRAZAVAL 710,ÑUÑOA,Lun-Dom 09:00 a 21:00,349218,6297326,-70.6229075760195,-33.4531840201005
320,Walmart,LIDER HIPER LO MARCOLETA,AV. LO MARCOLETA 361,QUILICURA,Lun-Dom 09:00 a 21:00,337679,6307444,-70.7451918570984,-33.3602705550185
321,Walmart,LIDER HIPER MIRAFLORES,AV. MIRAFLORES 8702,RENCA,Lun-Dom 09:00 a 21:00,336827,6303063,-70.7551361293018,-33.3996393003601
322,Walmart,LIDER EXPRESS PROVIDENCIA,AV. PROVIDENCIA 1634,PROVIDENCIA,Lun-Dom 09:00 a 21:00,349792,6300250,-70.6162437194574,-33.4268931604457
323,Walmart,EKONO COLOMBIA,COLOMBIA 7111,LA FLORIDA,Lun-Dom 09:00 a 22:00,352340,6289762,-70.59057512,-33.52181361
324,Walmart,EKONO JOSÉ LUIS COO,AV. JOSE LUIS COO 0158,PUENTE ALTO,Lun-Dom 09:00 a 22:00,354022,6280111,-70.5740513766842,-33.6090550343912
325,Walmart,LIDER EXPRESS PEDRO DE VALDIVIA,AV. PEDRO DE VALDIVIA 5359,ÑUÑOA,Lun-Dom 09:00 a 22:00,350776,6295159,-70.60650772056502,-33.47293505223398
326,Walmart,LIDER EXPRESS TOBALABA,AV. TOBALABA 1175,PROVIDENCIA,Lun-Dom 09:00 a 22:00,351984,6300467,-70.5926381794417,-33.4252452506208
328,Walmart,EKONO VITACURA,AV. VITACURA 5322,VITACURA,Lun-Dom 09:00 a 22:00,352961,6303690,-70.58160926358401,-33.396318446648735
329,Walmart,LIDER EXPRESS RAMÓN CRUZ,RAMON CRUZ 3219,MACUL,Lun-Dom 09:00 a 22:00,352777,6293879,-70.58519412,-33.48475166
330,Walmart,EKONO PRIMO DE RIVERA,AV. PRIMO DE RIVERA 1447,MAIPU,Lun-Dom 09:00 a 22:00,338492,6292828,-70.73908744077137,-33.49216947406965
332,Walmart,EKONO ALC. JORGE MONCKEBERG,AV. ALC. JORGE MONCKEBERG 1911,ÑUÑOA,Lun-Dom 09:00 a 22:00,352546,6295259,-70.5874533333333,-33.4722833333333
333,Walmart,LIDER EXPRESS LO BARNECHEA,AV. LO BARNECHEA 1000,LO BARNECHEA,Lun-Dom 09:00 a 22:00,359947,6307838,-70.5058678434859,-33.3598522823472
334,Walmart,EKONO LO OVALLE,AV. LO OVALLE 1395,SAN MIGUEL,Lun-Dom 09:00 a 22:00,345422,6290679,-70.664886,-33.512567
336,Walmart,EKONO AV. CENTRAL,AV. CENTRAL 5960,PEDRO AGUIRRE CERDA,Lun-Dom 09:00 a 22:00,343263,6292267,-70.68783868983391,-33.49793356466401
341,Walmart,EKONO MONSEÑOR LARRAÍN,AV. MONSENOR LARRAIN 960,TALAGANTE,Lun-Dom 09:00 a 22:00,319654,6272241,-70.9459315267012,-33.67473627492552
342,Walmart,LIDER EXPRESS GRAJALES,AV. GRAJALES 2146,SANTIAGO,Lun-Dom 09:00 a 22:00,345246,6297742,-70.6655583333333,-33.4488666666667
343,Walmart,LIDER EXPRESS L. B. O´HIGGINS,AV. LIBERTADOR BERNARDO O'HIGGINS 2843,SANTIAGO,Lun-Dom 09:00 a 22:00,344491,6297706,-70.67368952,-33.44908044
344,Walmart,EKONO CURICÓ,AV. CURICO 517,SANTIAGO,Lun-Dom 09:00 a 22:00,347350,6298092,-70.64287399,-33.4460089
345,Walmart,EKONO VICUÑA MACKENNA,AV. VICUNA MACKENNA 1918,PEÑAFLOR,Lun-Dom 09:00 a 22:00,325752,6279432,-70.87877292535825,-33.61092810444613
346,Walmart,LIDER EXPRESS AV. SEGUNDA TRANSVERSAL,AV. SEGUNDA TRANSVERSAL 956,MAIPU,Lun-Dom 09:00 a 22:00,337753,6290173,-70.7475203280826,-33.515989112455
348,Walmart,LIDER EXPRESS MONJITAS,MONJITAS 734,SANTIAGO,Lun-Dom 09:00 a 22:00,346894,6299075,-70.64760588809447,-33.43708393264061
349,Walmart,LIDER EXPRESS ARTIGAS,AV. ARTIGAS 2877,ÑUÑOA,Lun-Dom 09:00 a 22:00,351400,6298250,-70.59929189791166,-33.44515303729271
351,Walmart,LIDER EXPRESS AV. PORTUGAL,AV. PORTUGAL 225,SANTIAGO,Lun-Dom 09:00 a 22:00,347932,6298158,-70.63660021,-33.44549776
353,Walmart,LIDER EXPRESS LAS REJAS SUR,AV. LAS REJAS SUR 854,ESTACION CENTRAL,Lun-Dom 09:00 a 22:00,341615,6296021,-70.70491356,-33.46385003
354,Walmart,EKONO LAS TORRES,AV. LAS TORRES 1099,MAIPU,Lun-Dom 09:00 a 22:00,339158,6294289,-70.7316498637863,-33.4790989143999
355,Walmart,EKONO EL DESCANSO,AV. EL DESCANSO 798,MAIPU,Lun-Dom 09:00 a 22:00,337382,6295254,-70.75058977810252,-33.47012791114295
357,Walmart,EKONO LAGUNA SUR,AV. LAGUNA SUR 8438,PUDAHUEL,Lun-Dom 09:00 a 22:00,337224,6296370,-70.75208422307277,-33.4600447542746
359,Walmart,EKONO BAGDAD,BAGDAD 855,MAIPU,Lun-Dom 09:00 a 22:00,335791,6286939,-70.7692240494748,-33.544847200695
361,Walmart,LIDER EXPRESS AV. LO CRUZAT,AV. LO CRUZAT 281,QUILICURA,Lun-Dom 09:00 a 22:00,339922,6307655,-70.7210525849993,-33.3587034374104
363,Walmart,LIDER EXPRESS SAN PABLO,AV.SAN PABLO 2902,SANTIAGO,Lun-Dom 09:00 a 22:00,344231,6299213,-70.67622005,-33.43545453
364,Walmart,LIDER EXPRESS CUATRO PONIENTE,AV. CUATRO PONIENTE 350,MAIPU,Lun-Dom 09:00 a 22:00,333646,6289125,-70.7919081041838,-33.5248098258014
365,Walmart,EKONO SANTA LUISA,AV.SANTA LUISA 366,QUILICURA,Lun-Dom 09:00 a 22:00,338190,6308444,-70.7395257201423,-33.3513346576088
366,Walmart,EKONO PDTE. GABRIEL GONZALEZ VIDELA,AV. PDTE. GABRIEL GONZALEZ VIDELA 2380,MAIPU,Lun-Dom 09:00 a 22:00,334174,6287873,-70.78645999,-33.53617906
367,Walmart,EKONO CARRASCAL,AV. CARRASCAL 4436,QUINTA NORMAL,Lun-Dom 09:00 a 22:00,342564,6300539,-70.6939116049383,-33.4232572222222
368,Walmart,EKONO GALILEO,AV.GALILEO 1610,CERRILLOS,Lun-Dom 09:00 a 22:00,339466,6292177,-70.7287141666666,-33.4981845833333
369,Walmart,LIDER EXPRESS BANDERALIDER,AV. BANDERA 814,SANTIAGO,Lun-Dom 09:00 a 22:00,346378,6299388,-70.6531031851191,-33.4341888455835
370,Walmart,EKONO LAS INDUSTRIAS,AV. LAS INDUSTRIAS 5155,SAN JOAQUIN,Lun-Dom 09:00 a 22:00,348901,6291745,-70.62725909,-33.50345413
371,Walmart,LIDER EXPRESS JUAN DE DIOS MALEBRÁN,AV. JUAN DE DIOS MALEBRAN 1750,PUENTE ALTO,Lun-Dom 09:00 a 22:00,352481,6281606,-70.59040345,-33.59536433
372,Walmart,LIDER EXPRESS SAN DIEGO,AV. SAN DIEGO 219,SANTIAGO,Lun-Dom 09:00 a 22:00,346586,6297879,-70.6511286753678,-33.4478188751945
374,Walmart,LIDER EXPRESS COVENTRY,COVENTRY 601,ÑUÑOA,Lun-Dom 09:00 a 22:00,353149,6297860,-70.58054204491022,-33.448911730139386
376,Walmart,EKONO AV. INDEPENDENCIA,AV. INDEPENDENCIA 1113,INDEPENDENCIA,Lun-Dom 09:00 a 22:00,346032,6301251,-70.6565057068013,-33.4173400437057
377,Walmart,LIDER EXPRESS LOS LEONES,AV. LOS LEONES 1881,PROVIDENCIA,Lun-Dom 09:00 a 22:00,351208,6299214,-70.6011899221714,-33.436439624637
378,Walmart,EKONO AV. RECOLETA,AV. RECOLETA 901,RECOLETA,Lun-Dom 09:00 a 22:00,347151,6300776,-70.644554,-33.421780
379,Walmart,EKONO EL SALTO,AV. EL SALTO 1871-1875-1879,RECOLETA,Lun-Dom 09:00 a 22:00,347877,6301995,-70.63654817169775,-33.410890034843455
380,Walmart,EKONO EL TRANQUE,AV. EL TRANQUE 1292,PUDAHUEL,Lun-Dom 09:00 a 22:00,335441,6299300,-70.7707268480078,-33.433354224012
381,Walmart,LIDER EXPRESS AV. LIRA,LIRA 464,SANTIAGO,Lun-Dom 09:00 a 22:00,347712,6297793,-70.63902870148733,-33.44875728114271
382,Walmart,EKONO AV BRASIL,AV. BRASIL 66,SANTIAGO,Lun-Dom 09:00 a 22:00,345291,6298161,-70.66500148568778,-33.445093528504245
383,Walmart,LIDER EXPRESS FROILAN ROA,AV. FROILAN ROA 5308,MACUL,Lun-Dom 09:00 a 22:00,351379,6291902,-70.60056887861391,-33.50238289728468
384,Walmart,LIDER EXPRESS SANTA ISABEL,AV. SANTA ISABEL 861,PROVIDENCIA,Lun-Dom 09:00 a 22:00,349488,6298212,-70.61985629122239,-33.445231274392036
385,Walmart,LIDER EXPRESS GRAN AVENIDA,GRAN AVENIDA JOSE MIGUEL CARRERA 8540,LA CISTERNA,Lun-Dom 09:00 a 22:00,345621,6288337,-70.66314487061261,-33.533707908377885
386,Walmart,EKONO EL OLIMPO,AV. EL OLIMPO 1990,MAIPU,Lun-Dom 09:00 a 22:00,335145,6290560,-70.775512628509,-33.5120993279485
387,Walmart,LIDER EXPRESS IRARAZAVAL,AV. IRARRAZAVAL 5353,ÑUÑOA,Lun-Dom 08:30 a 22:00,353640,6297303,-70.5753524816071,-33.4539982023978
388,Walmart,EKONO VICUÑA MACKENA II,AV.VICUNA MACKENNA 8733,SANTIAGO,Lun-Dom 08:30 a 22:00,352102,6288281,-70.593387281819,-33.5351370756034
389,Walmart,LIDER EXPRESS MANQUEHUE SUR,AV. MANQUEHUE SUR 841,LAS CONDES,Lun-Dom 08:30 a 22:00,354462,6301723,-70.5657934547875,-33.4142598248012
390,Walmart,LIDER HIPER BUIN BERNARDO OHIGGINS,AV. LIBERTADOR BERNARDO O'HIGGINS 555,BUIN,Lun-Dom 08:30 a 22:00,338028,6265988,-70.748957608,-33.734063853
391,Walmart,LIDER HIPER PUDAHUEL,AV. SAN FRANCISCO 8404,PUDAHUEL,Lun-Dom 08:30 a 22:00,337441,6298984,-70.749271086,-33.4365047969999
392,Walmart,LIDER EXPRESS JOSÉ D. CAÑAS,AV. JOSE DOMINGO CANAS 1580,ÑUÑOA,Lun-Dom 08:30 a 22:00,349928,6297028,-70.6153184659836,-33.4559707634447
393,Walmart,LIDER HIPER MAIPÚ,AV. LAS INDUSTRIAS 15560,MAIPU,Lun-Dom 08:30 a 22:00,335839,6287314,-70.768076,-33.541184
394,Walmart,EKONO SAN PABLO,SAN PABLO 9091,PUDAHUEL,Lun-Dom 09:00 a 22:00,336169,6298354,-70.762498,-33.441714
395,Walmart,EKONO AV. INDEPENDENCIA,AV. INDEPENDENCIA 4553,CONCHALI,Lun-Dom 09:00 a 22:00,343894,6304599,-70.678347,-33.386557
396,Walmart,LIDER EXPRESS LAGUNA SUR,AV. LAGUNA SUR 7383,PUDAHUEL,Lun-Dom 09:00 a 22:00,337990,6296179,-70.743316,-33.461598
397,Walmart,LIDER HIPER PEÑAFLOR,AV. BALMACEDA 750,PEÑAFLOR,Lun-Dom 08:30 a 22:00,327785,6279686,-70.856250,-33.608683
398,Walmart,SBA CURACAVI,AV. AMBROSIO OHIGGINS ALTURA 2100,CURACAVI,Lun-Dom 09:00 a 21:30,302266,6302066,-71.126222,-33.402531
399,Walmart,LIDER EXPRESS CIUDAD DE LOS VALLES,CAMINO APACIBLE 635,PUDAHUEL,Lun-Dom 09:00 a 22:00 ,328693,6297521,-70.843050,-33.448053
