Any,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Tipus_Vehicles,Desc_distintiu_ambiental,Nombre
2019,2,Eixample,10,Sant Antoni,Camions,Etiqueta 0 – Zero emissions – Blava,5
2019,2,Eixample,10,Sant Antoni,Camions,Etiqueta B – Groga,95
2019,2,Eixample,10,Sant Antoni,Camions,Etiqueta C – Verda,22
2019,2,Eixample,10,Sant Antoni,Camions,Etiqueta E – Eco,1
2019,2,Eixample,10,Sant Antoni,Camions,No consta,2
2019,2,Eixample,10,Sant Antoni,Altres vehicles,Sense distintiu ambiental,264
2019,2,Eixample,10,Sant Antoni,Altres vehicles,Etiqueta B – Groga,6
2019,2,Eixample,10,Sant Antoni,Altres vehicles,Etiqueta C – Verda,6
2019,2,Eixample,10,Sant Antoni,Altres vehicles,No consta,9
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Turismes,Sense distintiu ambiental,2184
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Turismes,Etiqueta 0 – Zero emissions – Blava,13
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Turismes,Etiqueta B – Groga,3009
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Turismes,Etiqueta C – Verda,2739
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Turismes,Etiqueta E – Eco,228
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Turismes,No consta,58
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Motos,Sense distintiu ambiental,819
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Motos,Etiqueta 0 – Zero emissions – Blava,2
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Motos,Etiqueta B – Groga,500
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Motos,Etiqueta C – Verda,2585
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Motos,No consta,30
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Ciclomotors,Sense distintiu ambiental,527
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Ciclomotors,Etiqueta 0 – Zero emissions – Blava,7
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Ciclomotors,Etiqueta B – Groga,582
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Ciclomotors,Etiqueta C – Verda,34
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Ciclomotors,No consta,9
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Furgonetes,Sense distintiu ambiental,476
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Furgonetes,Etiqueta 0 – Zero emissions – Blava,2
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Furgonetes,Etiqueta B – Groga,365
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Furgonetes,Etiqueta C – Verda,117
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Furgonetes,Etiqueta E – Eco,4
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Furgonetes,No consta,6
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Camions,Sense distintiu ambiental,144
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Camions,Etiqueta 0 – Zero emissions – Blava,1
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Camions,Etiqueta B – Groga,61
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Camions,Etiqueta C – Verda,10
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Camions,Etiqueta E – Eco,1
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Camions,No consta,4
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Altres vehicles,Sense distintiu ambiental,197
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Altres vehicles,Etiqueta B – Groga,17
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Altres vehicles,Etiqueta C – Verda,4
2019,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Altres vehicles,No consta,6
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Turismes,Sense distintiu ambiental,371
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Turismes,Etiqueta 0 – Zero emissions – Blava,416
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Turismes,Etiqueta B – Groga,596
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Turismes,Etiqueta C – Verda,2247
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Turismes,Etiqueta E – Eco,228
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Turismes,No consta,28
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Motos,Sense distintiu ambiental,46
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Motos,Etiqueta 0 – Zero emissions – Blava,4
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Motos,Etiqueta B – Groga,36
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Motos,Etiqueta C – Verda,256
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Ciclomotors,Sense distintiu ambiental,32
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Ciclomotors,Etiqueta 0 – Zero emissions – Blava,342
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Ciclomotors,Etiqueta B – Groga,50
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Ciclomotors,Etiqueta C – Verda,1
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Furgonetes,Sense distintiu ambiental,183
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Furgonetes,Etiqueta 0 – Zero emissions – Blava,108
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Furgonetes,Etiqueta B – Groga,345
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Furgonetes,Etiqueta C – Verda,227
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Furgonetes,Etiqueta E – Eco,28
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Furgonetes,No consta,9
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Camions,Sense distintiu ambiental,672
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Camions,Etiqueta 0 – Zero emissions – Blava,172
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Camions,Etiqueta B – Groga,737
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Camions,Etiqueta C – Verda,505
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Camions,Etiqueta E – Eco,42
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Camions,No consta,5
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Altres vehicles,Sense distintiu ambiental,2137
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Altres vehicles,Etiqueta 0 – Zero emissions – Blava,32
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Altres vehicles,Etiqueta B – Groga,611
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Altres vehicles,Etiqueta C – Verda,238
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Altres vehicles,Etiqueta E – Eco,416
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Altres vehicles,No consta,26
2019,3,Sants-Montjuïc,13,la Marina de Port,Turismes,Sense distintiu ambiental,2067
2019,3,Sants-Montjuïc,13,la Marina de Port,Turismes,Etiqueta 0 – Zero emissions – Blava,16
2019,3,Sants-Montjuïc,13,la Marina de Port,Turismes,Etiqueta B – Groga,3345
2019,3,Sants-Montjuïc,13,la Marina de Port,Turismes,Etiqueta C – Verda,3783
2019,3,Sants-Montjuïc,13,la Marina de Port,Turismes,Etiqueta E – Eco,235
2019,3,Sants-Montjuïc,13,la Marina de Port,Turismes,No consta,28
2019,3,Sants-Montjuïc,13,la Marina de Port,Motos,Sense distintiu ambiental,531
2019,3,Sants-Montjuïc,13,la Marina de Port,Motos,Etiqueta 0 – Zero emissions – Blava,2
2019,3,Sants-Montjuïc,13,la Marina de Port,Motos,Etiqueta B – Groga,446
2019,3,Sants-Montjuïc,13,la Marina de Port,Motos,Etiqueta C – Verda,2451
2019,3,Sants-Montjuïc,13,la Marina de Port,Motos,No consta,13
2019,3,Sants-Montjuïc,13,la Marina de Port,Ciclomotors,Sense distintiu ambiental,331
2019,3,Sants-Montjuïc,13,la Marina de Port,Ciclomotors,Etiqueta 0 – Zero emissions – Blava,2
2019,3,Sants-Montjuïc,13,la Marina de Port,Ciclomotors,Etiqueta B – Groga,448
2019,3,Sants-Montjuïc,13,la Marina de Port,Ciclomotors,Etiqueta C – Verda,36
2019,3,Sants-Montjuïc,13,la Marina de Port,Ciclomotors,No consta,1
2019,3,Sants-Montjuïc,13,la Marina de Port,Furgonetes,Sense distintiu ambiental,254
2019,3,Sants-Montjuïc,13,la Marina de Port,Furgonetes,Etiqueta B – Groga,245
2019,3,Sants-Montjuïc,13,la Marina de Port,Furgonetes,Etiqueta C – Verda,68
2019,3,Sants-Montjuïc,13,la Marina de Port,Furgonetes,Etiqueta E – Eco,1
2019,3,Sants-Montjuïc,13,la Marina de Port,Furgonetes,No consta,1
2019,3,Sants-Montjuïc,13,la Marina de Port,Camions,Sense distintiu ambiental,212
2019,3,Sants-Montjuïc,13,la Marina de Port,Camions,Etiqueta B – Groga,112
2019,3,Sants-Montjuïc,13,la Marina de Port,Camions,Etiqueta C – Verda,20
2019,3,Sants-Montjuïc,13,la Marina de Port,Camions,Etiqueta E – Eco,4
2019,3,Sants-Montjuïc,13,la Marina de Port,Camions,No consta,3
2019,3,Sants-Montjuïc,13,la Marina de Port,Altres vehicles,Sense distintiu ambiental,213
2019,3,Sants-Montjuïc,13,la Marina de Port,Altres vehicles,Etiqueta B – Groga,5
2019,3,Sants-Montjuïc,13,la Marina de Port,Altres vehicles,Etiqueta C – Verda,13
2019,3,Sants-Montjuïc,13,la Marina de Port,Altres vehicles,No consta,6
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Turismes,Sense distintiu ambiental,651
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Turismes,Etiqueta 0 – Zero emissions – Blava,7
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Turismes,Etiqueta B – Groga,1035
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Turismes,Etiqueta C – Verda,1131
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Turismes,Etiqueta E – Eco,96
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Turismes,No consta,9
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Motos,Sense distintiu ambiental,262
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Motos,Etiqueta 0 – Zero emissions – Blava,2
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Motos,Etiqueta B – Groga,201
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Motos,Etiqueta C – Verda,872
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Motos,No consta,8
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Ciclomotors,Sense distintiu ambiental,146
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Ciclomotors,Etiqueta 0 – Zero emissions – Blava,1
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Ciclomotors,Etiqueta B – Groga,151
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Ciclomotors,Etiqueta C – Verda,7
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Furgonetes,Sense distintiu ambiental,91
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Furgonetes,Etiqueta B – Groga,83
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Furgonetes,Etiqueta C – Verda,23
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Furgonetes,No consta,1
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Camions,Sense distintiu ambiental,32
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Camions,Etiqueta B – Groga,17
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Camions,Etiqueta C – Verda,1
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Camions,No consta,1
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Altres vehicles,Sense distintiu ambiental,74
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Altres vehicles,Etiqueta B – Groga,5
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Altres vehicles,Etiqueta C – Verda,5
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Altres vehicles,No consta,3
2019,3,Sants-Montjuïc,15,Hostafrancs,Turismes,Sense distintiu ambiental,1017
2019,3,Sants-Montjuïc,15,Hostafrancs,Turismes,Etiqueta 0 – Zero emissions – Blava,9
2019,3,Sants-Montjuïc,15,Hostafrancs,Turismes,Etiqueta B – Groga,1515
2019,3,Sants-Montjuïc,15,Hostafrancs,Turismes,Etiqueta C – Verda,1440
2019,3,Sants-Montjuïc,15,Hostafrancs,Turismes,Etiqueta E – Eco,111
2019,3,Sants-Montjuïc,15,Hostafrancs,Turismes,No consta,26
2019,3,Sants-Montjuïc,15,Hostafrancs,Motos,Sense distintiu ambiental,335
2019,3,Sants-Montjuïc,15,Hostafrancs,Motos,Etiqueta 0 – Zero emissions – Blava,4
2019,3,Sants-Montjuïc,15,Hostafrancs,Motos,Etiqueta B – Groga,245
2019,3,Sants-Montjuïc,15,Hostafrancs,Motos,Etiqueta C – Verda,1056
2019,3,Sants-Montjuïc,15,Hostafrancs,Motos,No consta,9
2019,3,Sants-Montjuïc,15,Hostafrancs,Ciclomotors,Sense distintiu ambiental,189
2019,3,Sants-Montjuïc,15,Hostafrancs,Ciclomotors,Etiqueta 0 – Zero emissions – Blava,2
2019,3,Sants-Montjuïc,15,Hostafrancs,Ciclomotors,Etiqueta B – Groga,206
2019,3,Sants-Montjuïc,15,Hostafrancs,Ciclomotors,Etiqueta C – Verda,11
2019,3,Sants-Montjuïc,15,Hostafrancs,Ciclomotors,No consta,4
2019,3,Sants-Montjuïc,15,Hostafrancs,Furgonetes,Sense distintiu ambiental,203
2019,3,Sants-Montjuïc,15,Hostafrancs,Furgonetes,Etiqueta B – Groga,166
2019,3,Sants-Montjuïc,15,Hostafrancs,Furgonetes,Etiqueta C – Verda,49
2019,3,Sants-Montjuïc,15,Hostafrancs,Furgonetes,Etiqueta E – Eco,1
2019,3,Sants-Montjuïc,15,Hostafrancs,Furgonetes,No consta,2
2019,3,Sants-Montjuïc,15,Hostafrancs,Camions,Sense distintiu ambiental,99
2019,3,Sants-Montjuïc,15,Hostafrancs,Camions,Etiqueta B – Groga,36
2019,3,Sants-Montjuïc,15,Hostafrancs,Camions,Etiqueta C – Verda,2
2019,3,Sants-Montjuïc,15,Hostafrancs,Camions,No consta,3
2019,3,Sants-Montjuïc,15,Hostafrancs,Altres vehicles,Sense distintiu ambiental,102
2019,3,Sants-Montjuïc,15,Hostafrancs,Altres vehicles,Etiqueta B – Groga,8
2019,3,Sants-Montjuïc,15,Hostafrancs,Altres vehicles,Etiqueta C – Verda,6
2019,3,Sants-Montjuïc,15,Hostafrancs,Altres vehicles,No consta,2
2019,3,Sants-Montjuïc,16,la Bordeta,Turismes,Sense distintiu ambiental,1181
2019,3,Sants-Montjuïc,16,la Bordeta,Turismes,Etiqueta 0 – Zero emissions – Blava,12
2019,3,Sants-Montjuïc,16,la Bordeta,Turismes,Etiqueta B – Groga,1972
2019,3,Sants-Montjuïc,16,la Bordeta,Turismes,Etiqueta C – Verda,2141
2019,3,Sants-Montjuïc,16,la Bordeta,Turismes,Etiqueta E – Eco,151
2019,3,Sants-Montjuïc,16,la Bordeta,Turismes,No consta,32
2019,3,Sants-Montjuïc,16,la Bordeta,Motos,Sense distintiu ambiental,422
2019,3,Sants-Montjuïc,16,la Bordeta,Motos,Etiqueta 0 – Zero emissions – Blava,7
2019,3,Sants-Montjuïc,16,la Bordeta,Motos,Etiqueta B – Groga,272
2019,3,Sants-Montjuïc,16,la Bordeta,Motos,Etiqueta C – Verda,1440
2019,3,Sants-Montjuïc,16,la Bordeta,Motos,No consta,10
2019,3,Sants-Montjuïc,16,la Bordeta,Ciclomotors,Sense distintiu ambiental,201
2019,3,Sants-Montjuïc,16,la Bordeta,Ciclomotors,Etiqueta 0 – Zero emissions – Blava,2
2019,3,Sants-Montjuïc,16,la Bordeta,Ciclomotors,Etiqueta B – Groga,240
2019,3,Sants-Montjuïc,16,la Bordeta,Ciclomotors,Etiqueta C – Verda,10
2019,3,Sants-Montjuïc,16,la Bordeta,Ciclomotors,No consta,1
2019,3,Sants-Montjuïc,16,la Bordeta,Furgonetes,Sense distintiu ambiental,148
2019,3,Sants-Montjuïc,16,la Bordeta,Furgonetes,Etiqueta 0 – Zero emissions – Blava,4
2019,3,Sants-Montjuïc,16,la Bordeta,Furgonetes,Etiqueta B – Groga,143
2019,3,Sants-Montjuïc,16,la Bordeta,Furgonetes,Etiqueta C – Verda,50
2019,3,Sants-Montjuïc,16,la Bordeta,Furgonetes,Etiqueta E – Eco,3
2019,3,Sants-Montjuïc,16,la Bordeta,Furgonetes,No consta,4
2019,3,Sants-Montjuïc,16,la Bordeta,Camions,Sense distintiu ambiental,65
2019,3,Sants-Montjuïc,16,la Bordeta,Camions,Etiqueta B – Groga,31
2019,3,Sants-Montjuïc,16,la Bordeta,Camions,Etiqueta C – Verda,9
2019,3,Sants-Montjuïc,16,la Bordeta,Camions,Etiqueta E – Eco,1
2019,3,Sants-Montjuïc,16,la Bordeta,Camions,No consta,2
2019,3,Sants-Montjuïc,16,la Bordeta,Altres vehicles,Sense distintiu ambiental,94
2019,3,Sants-Montjuïc,16,la Bordeta,Altres vehicles,Etiqueta B – Groga,12
2019,3,Sants-Montjuïc,16,la Bordeta,Altres vehicles,No consta,3
2019,3,Sants-Montjuïc,17,Sants - Badal,Turismes,Sense distintiu ambiental,1449
2019,3,Sants-Montjuïc,17,Sants - Badal,Turismes,Etiqueta 0 – Zero emissions – Blava,10
2019,3,Sants-Montjuïc,17,Sants - Badal,Turismes,Etiqueta B – Groga,2400
2019,3,Sants-Montjuïc,17,Sants - Badal,Turismes,Etiqueta C – Verda,2487
2019,3,Sants-Montjuïc,17,Sants - Badal,Turismes,Etiqueta E – Eco,170
2019,3,Sants-Montjuïc,17,Sants - Badal,Turismes,No consta,33
2019,3,Sants-Montjuïc,17,Sants - Badal,Motos,Sense distintiu ambiental,502
2019,3,Sants-Montjuïc,17,Sants - Badal,Motos,Etiqueta 0 – Zero emissions – Blava,6
2019,3,Sants-Montjuïc,17,Sants - Badal,Motos,Etiqueta B – Groga,370
2019,3,Sants-Montjuïc,17,Sants - Badal,Motos,Etiqueta C – Verda,1691
2019,3,Sants-Montjuïc,17,Sants - Badal,Motos,No consta,21
2019,3,Sants-Montjuïc,17,Sants - Badal,Ciclomotors,Sense distintiu ambiental,290
2019,3,Sants-Montjuïc,17,Sants - Badal,Ciclomotors,Etiqueta 0 – Zero emissions – Blava,1
2019,3,Sants-Montjuïc,17,Sants - Badal,Ciclomotors,Etiqueta B – Groga,321
2019,3,Sants-Montjuïc,17,Sants - Badal,Ciclomotors,Etiqueta C – Verda,22
2019,3,Sants-Montjuïc,17,Sants - Badal,Ciclomotors,No consta,3
2019,3,Sants-Montjuïc,17,Sants - Badal,Furgonetes,Sense distintiu ambiental,188
2019,3,Sants-Montjuïc,17,Sants - Badal,Furgonetes,Etiqueta B – Groga,218
2019,3,Sants-Montjuïc,17,Sants - Badal,Furgonetes,Etiqueta C – Verda,72
2019,3,Sants-Montjuïc,17,Sants - Badal,Furgonetes,Etiqueta E – Eco,2
2019,3,Sants-Montjuïc,17,Sants - Badal,Furgonetes,No consta,5
2019,3,Sants-Montjuïc,17,Sants - Badal,Camions,Sense distintiu ambiental,78
2019,3,Sants-Montjuïc,17,Sants - Badal,Camions,Etiqueta B – Groga,47
2019,3,Sants-Montjuïc,17,Sants - Badal,Camions,Etiqueta C – Verda,8
2019,3,Sants-Montjuïc,17,Sants - Badal,Altres vehicles,Sense distintiu ambiental,112
2019,3,Sants-Montjuïc,17,Sants - Badal,Altres vehicles,Etiqueta B – Groga,37
2019,3,Sants-Montjuïc,17,Sants - Badal,Altres vehicles,Etiqueta C – Verda,7
2019,3,Sants-Montjuïc,18,Sants,Turismes,Sense distintiu ambiental,2379
2019,3,Sants-Montjuïc,18,Sants,Turismes,Etiqueta 0 – Zero emissions – Blava,20
2019,3,Sants-Montjuïc,18,Sants,Turismes,Etiqueta B – Groga,3723
2019,3,Sants-Montjuïc,18,Sants,Turismes,Etiqueta C – Verda,4132
2019,3,Sants-Montjuïc,18,Sants,Turismes,Etiqueta E – Eco,320
2019,3,Sants-Montjuïc,18,Sants,Turismes,No consta,59
2019,3,Sants-Montjuïc,18,Sants,Motos,Sense distintiu ambiental,979
2019,3,Sants-Montjuïc,18,Sants,Motos,Etiqueta 0 – Zero emissions – Blava,10
2019,3,Sants-Montjuïc,18,Sants,Motos,Etiqueta B – Groga,607
2019,3,Sants-Montjuïc,18,Sants,Motos,Etiqueta C – Verda,3177
2019,3,Sants-Montjuïc,18,Sants,Motos,No consta,34
2019,3,Sants-Montjuïc,18,Sants,Ciclomotors,Sense distintiu ambiental,511
2019,3,Sants-Montjuïc,18,Sants,Ciclomotors,Etiqueta 0 – Zero emissions – Blava,7
2019,3,Sants-Montjuïc,18,Sants,Ciclomotors,Etiqueta B – Groga,580
2019,3,Sants-Montjuïc,18,Sants,Ciclomotors,Etiqueta C – Verda,27
2019,3,Sants-Montjuïc,18,Sants,Ciclomotors,No consta,6
2019,3,Sants-Montjuïc,18,Sants,Furgonetes,Sense distintiu ambiental,364
2019,3,Sants-Montjuïc,18,Sants,Furgonetes,Etiqueta 0 – Zero emissions – Blava,1
2019,3,Sants-Montjuïc,18,Sants,Furgonetes,Etiqueta B – Groga,372
2019,3,Sants-Montjuïc,18,Sants,Furgonetes,Etiqueta C – Verda,81
2019,3,Sants-Montjuïc,18,Sants,Furgonetes,Etiqueta E – Eco,3
2019,3,Sants-Montjuïc,18,Sants,Furgonetes,No consta,3
2019,3,Sants-Montjuïc,18,Sants,Camions,Sense distintiu ambiental,155
2019,3,Sants-Montjuïc,18,Sants,Camions,Etiqueta B – Groga,77
2019,3,Sants-Montjuïc,18,Sants,Camions,Etiqueta C – Verda,18
2019,3,Sants-Montjuïc,18,Sants,Camions,Etiqueta E – Eco,1
2019,3,Sants-Montjuïc,18,Sants,Camions,No consta,4
2019,3,Sants-Montjuïc,18,Sants,Altres vehicles,Sense distintiu ambiental,180
2019,3,Sants-Montjuïc,18,Sants,Altres vehicles,Etiqueta B – Groga,17
2019,3,Sants-Montjuïc,18,Sants,Altres vehicles,Etiqueta C – Verda,9
2019,3,Sants-Montjuïc,18,Sants,Altres vehicles,No consta,4
2019,4,Les Corts,19,les Corts,Turismes,Sense distintiu ambiental,3098
2019,4,Les Corts,19,les Corts,Turismes,Etiqueta 0 – Zero emissions – Blava,88
2019,4,Les Corts,19,les Corts,Turismes,Etiqueta B – Groga,5845
2019,4,Les Corts,19,les Corts,Turismes,Etiqueta C – Verda,7637
2019,4,Les Corts,19,les Corts,Turismes,Etiqueta E – Eco,580
2019,4,Les Corts,19,les Corts,Turismes,No consta,81
2019,4,Les Corts,19,les Corts,Motos,Sense distintiu ambiental,1776
2019,4,Les Corts,19,les Corts,Motos,Etiqueta 0 – Zero emissions – Blava,18
2019,4,Les Corts,19,les Corts,Motos,Etiqueta B – Groga,897
2019,4,Les Corts,19,les Corts,Motos,Etiqueta C – Verda,4687
2019,4,Les Corts,19,les Corts,Motos,No consta,52
2019,4,Les Corts,19,les Corts,Ciclomotors,Sense distintiu ambiental,586
2019,4,Les Corts,19,les Corts,Ciclomotors,Etiqueta 0 – Zero emissions – Blava,530
2019,4,Les Corts,19,les Corts,Ciclomotors,Etiqueta B – Groga,563
2019,4,Les Corts,19,les Corts,Ciclomotors,Etiqueta C – Verda,35
2019,4,Les Corts,19,les Corts,Ciclomotors,No consta,5
2019,4,Les Corts,19,les Corts,Furgonetes,Sense distintiu ambiental,424
2019,4,Les Corts,19,les Corts,Furgonetes,Etiqueta 0 – Zero emissions – Blava,2
2019,4,Les Corts,19,les Corts,Furgonetes,Etiqueta B – Groga,444
2019,4,Les Corts,19,les Corts,Furgonetes,Etiqueta C – Verda,168
2019,4,Les Corts,19,les Corts,Furgonetes,Etiqueta E – Eco,14
2019,4,Les Corts,19,les Corts,Furgonetes,No consta,5
2019,4,Les Corts,19,les Corts,Camions,Sense distintiu ambiental,239
2019,4,Les Corts,19,les Corts,Camions,Etiqueta B – Groga,106
2019,4,Les Corts,19,les Corts,Camions,Etiqueta C – Verda,27
2019,4,Les Corts,19,les Corts,Camions,Etiqueta E – Eco,4
2019,4,Les Corts,19,les Corts,Camions,No consta,3
2019,4,Les Corts,19,les Corts,Altres vehicles,Sense distintiu ambiental,288
2019,4,Les Corts,19,les Corts,Altres vehicles,Etiqueta B – Groga,29
2019,4,Les Corts,19,les Corts,Altres vehicles,Etiqueta C – Verda,20
2019,4,Les Corts,19,les Corts,Altres vehicles,No consta,9
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Turismes,Sense distintiu ambiental,1814
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Turismes,Etiqueta 0 – Zero emissions – Blava,23
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Turismes,Etiqueta B – Groga,2975
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Turismes,Etiqueta C – Verda,3401
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Turismes,Etiqueta E – Eco,299
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Turismes,No consta,57
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Motos,Sense distintiu ambiental,810
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Motos,Etiqueta 0 – Zero emissions – Blava,6
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Motos,Etiqueta B – Groga,475
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Motos,Etiqueta C – Verda,2324
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Motos,No consta,43
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Ciclomotors,Sense distintiu ambiental,333
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Ciclomotors,Etiqueta 0 – Zero emissions – Blava,1
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Ciclomotors,Etiqueta B – Groga,318
